gene,cell_type,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Pdia6,OPC,2.7274149715607885e-4,0.5483774119339353,0.875,0.882,1
Tmem5,OPC,2.7485289103267393e-4,-0.5069955364196235,0.137,0.353,1
Ap2a1,OPC,2.754291786279225e-4,0.793386200905619,0.712,0.51,1
Twf2,OPC,2.7680556589389856e-4,-0.3871675985689227,0.154,0.392,1
Gpr17,OPC,2.795188146803029e-4,0.5430661855201047,0.741,0.608,1
Nrp1,OPC,2.858165889245029e-4,-0.3297971978069868,0.02,0.118,1
Il18,OPC,2.9292019304838024e-4,0.8710338371560137,0.504,0.275,1
Ube2w,OPC,2.9425145770637306e-4,-0.5484042053074698,0.308,0.588,1
Atg16l2,OPC,2.943926709400129e-4,-0.34806077728251705,0.054,0.196,1
Zwint,OPC,3.000708861849067e-4,-0.9262682572343555,0.689,0.804,1
Npy,OPC,3.0025259503711917e-4,0.5788019395813193,0.476,0.216,1
Rrp36,OPC,3.005291432964841e-4,-0.32695346841270034,0.08,0.255,1
Ypel5,OPC,3.0265597233374063e-4,-0.3707498918142794,0.174,0.431,1
Taok3,OPC,3.033974590953826e-4,-0.36663250866398167,0.322,0.686,1
Fosb,OPC,3.0584873929611543e-4,0.8879126778309572,0.493,0.255,1
Golga4,OPC,3.063878450753461e-4,-0.3018092235074169,0.123,0.333,1
Mtch2,OPC,3.0736057346291443e-4,0.58854624265074,0.744,0.686,1
Mageh1,OPC,3.104412790423316e-4,0.6027771344676613,0.764,0.647,1
Trim9,OPC,3.1074568195486895e-4,-0.32456043206936935,0.162,0.412,1
Limk2,OPC,3.1079847729992646e-4,-0.3064173466736311,0.063,0.216,1
D17H6S53E,OPC,3.1118365725441797e-4,-0.3723282099832871,0.054,0.196,1
Cacnb4,OPC,3.134316898490294e-4,-0.41080364145227166,0.211,0.49,1
Mgst3,OPC,3.1353010581431316e-4,-0.7221900599381055,0.37,0.608,1
Plekhb1,OPC,3.2203256765532453e-4,0.9621092315599795,0.47,0.216,1
Cct3,OPC,3.258082076621946e-4,0.6730710934313671,0.687,0.608,1
Ccdc109a,OPC,3.3083986480598315e-4,-0.2847689692458167,0.063,0.216,1
Polr1d,OPC,3.340453648055164e-4,-0.46242097513638547,0.516,0.784,1
Fam55d,OPC,3.36575974892659e-4,-0.2595821966836848,0.014,0.098,1
Reep1,OPC,3.4445050863013296e-4,-0.2822792333825398,0.131,0.353,1
Slc25a11,OPC,3.454955027393429e-4,-0.3125318407860769,0.231,0.529,1
Btbd9,OPC,3.467222906579344e-4,-0.47423323670002315,0.157,0.392,1
Trim46,OPC,3.474895540972507e-4,-0.29531352523592796,0.054,0.196,1
Matk,OPC,3.5170209365581207e-4,-0.40411722708330267,0.291,0.647,1
Pnck,OPC,3.529292917209944e-4,-0.5186960007898285,0.202,0.451,1
Chmp3,OPC,3.552261015734638e-4,-0.3174029045955079,0.165,0.412,1
Wwc1,OPC,3.5541301356570434e-4,-0.3547035880798576,0.046,0.176,1
Ndrg3,OPC,3.576710853988857e-4,-0.6959766251034991,0.444,0.647,1
Llph,OPC,3.5949797787535753e-4,-0.4668268384374348,0.311,0.588,1
Prkci,OPC,3.628147946112178e-4,-0.25650344972908345,0.028,0.137,1
Eif1,OPC,3.6500074644690844e-4,-0.2691516339523474,1,1,1
Eif5a,OPC,3.6501550109589845e-4,-0.7383497307348015,0.533,0.765,1
2900052L18Rik,OPC,3.6603816245005575e-4,-0.27309377587880007,0.009,0.078,1
Gtf2f2,OPC,3.688909731136214e-4,-0.2803943270452718,0.134,0.353,1
Btrc,OPC,3.732955376094447e-4,-0.3536228902918128,0.165,0.412,1
Aprt,OPC,3.737742560846447e-4,-0.481197401383888,0.33,0.627,1
Cacna1d,OPC,3.835866879162611e-4,-0.25087454403225723,0.046,0.176,1
Rnf187,OPC,3.8412816888633587e-4,-0.334995185254896,0.191,0.451,1
Rab5c,OPC,3.859079474029105e-4,0.7814095746719087,0.661,0.529,1
Suv420h1,OPC,3.88399456643403e-4,-0.2534269706969443,0.1,0.294,1
Cnpy2,OPC,3.895048965320505e-4,0.7207820205747917,0.678,0.608,1
Pnpla8,OPC,3.9379470804166777e-4,-0.3018222725923727,0.103,0.294,1
Ash1l,OPC,3.938125966540729e-4,-0.36196915987591116,0.205,0.471,1
Angptl1,OPC,3.9788653009303324e-4,0.8435542105709998,0.205,0,1
Aff4,OPC,4.052599043419803e-4,-0.32933579585170103,0.105,0.294,1
Chmp4b,OPC,4.0642552661874885e-4,-0.2864247429544273,0.157,0.392,1
Spry4,OPC,4.0652992611436655e-4,0.846177372842596,0.231,0.02,1
Txndc9,OPC,4.0714966393506197e-4,0.7440729197276312,0.604,0.51,1
Lphn1,OPC,4.108896291151464e-4,-0.4297399879014343,0.293,0.569,1
1110065P20Rik,OPC,4.198773147303914e-4,-0.33748176134176777,0.094,0.275,1
Scrn1,OPC,4.202392703376326e-4,-0.35796664986301396,0.239,0.529,1
0610007P22Rik,OPC,4.213080907004692e-4,-0.32024489111390014,0.103,0.294,1
Dgkz,OPC,4.5060751012151085e-4,-0.37688807671383096,0.103,0.294,1
Pih1d1,OPC,4.5546002599219736e-4,-0.30896814163189523,0.105,0.294,1
Ppp2r5c,OPC,4.6509743646070794e-4,-0.2971650794673971,0.125,0.333,1
Gm5879,OPC,4.755682774704224e-4,-0.457782449473735,0.048,0.176,1
Osbpl6,OPC,4.7685284643260716e-4,-0.3834419998085,0.077,0.235,1
Tmco3,OPC,4.785720616356428e-4,0.9252577948715317,0.348,0.118,1
Serp1,OPC,4.7870252083158946e-4,-0.335757015688646,0.105,0.294,1
Gatad1,OPC,4.8100531853496816e-4,-0.27595842361041595,0.083,0.255,1
Pcmtd1,OPC,4.915195267837602e-4,-0.4269458019865693,0.214,0.49,1
Tmod2,OPC,4.943521281719558e-4,-0.5259784713563708,0.279,0.549,1
Usp33,OPC,4.989114811807298e-4,-0.28500102826078416,0.105,0.294,1
Sdf2l1,OPC,5.027883618897771e-4,-0.682752932559858,0.168,0.392,1
Sox10,OPC,5.03941951551417e-4,0.7903553307928999,0.573,0.373,1
Dus1l,OPC,5.088000617560653e-4,-0.2640378110430573,0.063,0.216,1
Ap1b1,OPC,5.111437047557708e-4,-0.3102999978668083,0.074,0.235,1
Slc7a3,OPC,5.200943821690914e-4,0.9429820353839251,0.271,0.059,1
Ctsd,OPC,5.23727490506794e-4,0.7400665411593783,0.638,0.49,1
Dlg4,OPC,5.285420278830635e-4,-0.44972033436823317,0.105,0.294,1
Arl8b,OPC,5.308150338299897e-4,-0.3109911319626367,0.256,0.549,1
Slitrk5,OPC,5.318178219860341e-4,-0.4071080736266771,0.211,0.471,1
Ttc14,OPC,5.414998797380092e-4,-0.3217801579859746,0.265,0.569,1
Cox4i1,OPC,5.420408050792009e-4,-0.3447373264833402,0.986,0.961,1
Ralyl,OPC,5.562049672397258e-4,-0.29877082316355486,0.182,0.431,1
Cplx1,OPC,5.590556808113139e-4,-0.3664460198095685,0.077,0.235,1
Astn1,OPC,5.604164327556617e-4,-0.46396736002025785,0.276,0.569,1
Prrx1,OPC,5.744452471186329e-4,0.8142809116882668,0.322,0.078,1
Mib2,OPC,5.767407212364868e-4,-0.35107073233697517,0.066,0.216,1
Lmcd1,OPC,5.86331734753906e-4,0.9834855448998571,0.427,0.216,1
Garnl3,OPC,5.874979827333892e-4,-0.30479719811279843,0.023,0.118,1
Zfp46,OPC,5.876096278704949e-4,-0.4290669660164778,0.031,0.137,1
Pcdhb9,OPC,5.903125001476575e-4,0.9757694295733085,0.245,0.039,1
Ndufaf4,OPC,5.921367423180006e-4,-0.34800360314797496,0.228,0.51,1
Snx21,OPC,5.9432476882747e-4,-0.2701620359155263,0.074,0.235,1
Fbxo41,OPC,5.955164539961776e-4,-0.3164604346083514,0.048,0.176,1
Cnp,OPC,5.983240586997243e-4,0.4484728739888437,0.709,0.49,1
Rad51ap2,OPC,6.053628936728386e-4,-0.3007125904177634,0.023,0.118,1
Zcchc24,OPC,6.054774067675547e-4,0.7084468590083484,0.496,0.255,1
Kif1a,OPC,6.069059575327833e-4,-0.43314465712425854,0.593,0.765,1
Adh5,OPC,6.07659701620141e-4,0.7369297937182997,0.604,0.451,1
Safb,OPC,6.136754914911488e-4,-0.3050422340886731,0.117,0.314,1
Zcchc18,OPC,6.215527463360404e-4,-0.5168457329671148,0.567,0.804,1
Ptpn11,OPC,6.215594945791533e-4,-0.3668693516862592,0.088,0.255,1
Naa30,OPC,6.331102813220253e-4,-0.25853618830479186,0.023,0.118,1
Pnma2,OPC,6.348694369983135e-4,-0.26659072737864514,0.085,0.255,1
Zbtb20,OPC,6.389059667321393e-4,0.4795617089848747,0.786,0.627,1
Strn4,OPC,6.414745221547287e-4,-0.3198355024134638,0.217,0.49,1
Arpc3,OPC,6.428711232247228e-4,-0.5403708711722761,0.581,0.765,1
Slc6a1,OPC,6.4605469673213e-4,0.7989873693036978,0.456,0.216,1
Ccdc124,OPC,6.5244465407956e-4,-0.4971378825146062,0.45,0.725,1
Pgam1,OPC,6.540512387741043e-4,-0.5072031813600932,0.667,0.765,1
Txnrd1,OPC,6.615280270357147e-4,-0.34131241640253346,0.068,0.216,1
Gabarap,OPC,6.702589167745951e-4,0.5060779384598963,0.843,0.784,1
B3galt2,OPC,6.70446419095313e-4,-0.3465900166889441,0.04,0.157,1
2310035C23Rik,OPC,6.71131315872995e-4,-0.2770646569978398,0.057,0.196,1
Eci1,OPC,6.898711450540295e-4,0.7769746023645778,0.276,0.059,1
L1cam,OPC,6.901279547852924e-4,-0.25025841210265237,0.088,0.255,1
Snap47,OPC,7.057206021072563e-4,-0.4881348715958249,0.481,0.686,1
2900079G21Rik,OPC,7.117122306848799e-4,-0.32376823921903275,0.04,0.157,1
4930402H24Rik,OPC,7.330332276497693e-4,-0.3107126401437388,0.154,0.373,1
Wdr37,OPC,7.362660263089949e-4,-0.38912308000979423,0.08,0.235,1
Lonrf2,OPC,7.370993996504962e-4,-0.3156797475009816,0.077,0.235,1
Ifit3,OPC,7.383402247310762e-4,0.8896508676969628,0.217,0.02,1
Camk2d,OPC,7.578803695202032e-4,-0.28032285957157793,0.097,0.275,1
Rb1cc1,OPC,7.596612836208528e-4,-0.2902060658184258,0.16,0.392,1
Pxmp3,OPC,7.717327940648474e-4,0.7533500974154088,0.413,0.196,1
Plekhm2,OPC,7.74681595123791e-4,-0.3076553160422669,0.031,0.137,1
Dcaf12l1,OPC,7.756637409809036e-4,-0.28027463343907344,0.205,0.471,1
Hmgn1,OPC,7.804851103906729e-4,-0.5554552406131941,0.339,0.588,1
Dip2c,OPC,7.856135931220935e-4,-0.2594979586794337,0.077,0.235,1
Fam162a,OPC,7.895254836260484e-4,-0.3128050193820733,0.191,0.431,1
Lamp2,OPC,7.989013710889238e-4,0.6947610868695455,0.47,0.235,1
Cpsf2,OPC,8.082446473472661e-4,-0.48645823156237233,0.185,0.431,1
Gria2,OPC,8.147280480368332e-4,-0.42595778382125493,0.769,0.882,1
Scamp5,OPC,8.187059954092602e-4,-0.3228137175271786,0.214,0.471,1
Rab31,OPC,8.206023153794778e-4,0.8503313718065836,0.385,0.176,1
A330076H08Rik,OPC,8.285345403688664e-4,-0.5177434380515207,0.194,0.431,1
6330578E17Rik,OPC,8.484915777074368e-4,-0.2755302703571776,0.068,0.216,1
0610031J06Rik,OPC,8.527972173246827e-4,0.9423047199310541,0.396,0.196,1
Psmd5,OPC,8.59173165910989e-4,-0.35609589226774596,0.103,0.275,1
Nucks1,OPC,8.619546200005268e-4,-0.3413090279344748,0.222,0.49,1
Uqcrq,OPC,8.68666619578658e-4,-0.39162040172573764,0.852,0.882,1
Lpin2,OPC,8.76933197947845e-4,-0.2615072986514335,0.1,0.275,1
Gng5,OPC,8.793033737716249e-4,0.8011724915093272,0.553,0.412,1
Hsd17b10,OPC,8.825698885675492e-4,0.7376712981255209,0.481,0.314,1
Usp19,OPC,8.82812399039058e-4,-0.344775546719557,0.123,0.314,1
Ankrd40,OPC,8.89166352258483e-4,-0.259348926999846,0.117,0.314,1
Dync1h1,OPC,8.918074135994834e-4,-0.500732235013267,0.288,0.549,1
Naa15,OPC,8.981799533146685e-4,-0.4666083668217132,0.103,0.275,1
Hn1,OPC,9.01958228527772e-4,-0.30397942917088594,0.53,0.745,1
Car11,OPC,9.030413618714128e-4,-0.4584661888831745,0.345,0.627,1
Fam115a,OPC,9.248607903062256e-4,-0.30370856434758087,0.251,0.549,1
Hk1,OPC,9.268479613194042e-4,-0.25040633844503934,0.182,0.431,1
Tmed10,OPC,9.274000286317586e-4,0.7208140972030643,0.655,0.588,1
Dpm2,OPC,9.304407896616008e-4,-0.2599004130042595,0.242,0.549,1
Tubgcp2,OPC,9.361583612643305e-4,-0.2695435518996473,0.142,0.353,1
Nav2,OPC,9.37401643053478e-4,-0.3718177090176052,0.123,0.314,1
Mtpn,OPC,9.55287288097967e-4,-0.5298532594479632,0.419,0.686,1
Tanc2,OPC,9.646485979106189e-4,-0.43465504207703687,0.182,0.412,1
Psat1,OPC,9.954323457855084e-4,0.822254143745359,0.49,0.294,1
Tceal8,OPC,9.958653058110666e-4,0.6794660371057062,0.695,0.667,1
Epb4.1l1,OPC,0.0010090570074464057,-0.26615875559205837,0.131,0.333,1
Fuca1,OPC,0.0010126710281346298,0.616788180904579,0.627,0.471,1
Rprd1a,OPC,0.001013403741454086,-0.3389775027773789,0.179,0.412,1
Fam32a,OPC,0.0010149191011499352,-0.3549070363400564,0.302,0.588,1
Tigd2,OPC,0.001014951506880826,-0.27776123531725927,0.145,0.353,1
Nipa2,OPC,0.0010150705830788871,-0.25577055177462604,0.08,0.235,1
Dst,OPC,0.0010290306019379435,-0.38834959467442043,0.302,0.569,1
Myo18a,OPC,0.00104853153280396,-0.26974336176247254,0.111,0.294,1
Tnik,OPC,0.0010487965458014763,-0.37354917305261237,0.299,0.588,1
Hook1,OPC,0.0010607385178953497,-0.2831377100225891,0.08,0.235,1
Dab2ip,OPC,0.001079530080304597,-0.26844496771586457,0.08,0.235,1
Pou6f2,OPC,0.001084413540658518,-0.31661123529649277,0.017,0.098,1
Dcaf12,OPC,0.0011083367114453216,-0.2647991893158014,0.1,0.275,1
Rnd1,OPC,0.001109349197896803,-0.34435868299150374,0.083,0.235,1
Man1a2,OPC,0.001120533620681473,-0.35832517060342933,0.134,0.333,1
Mfge8,OPC,0.0011270390108417806,0.7742168340040616,0.484,0.255,1
Kdm6a,OPC,0.0011317699240616882,-0.31532108851061547,0.043,0.157,1
Ergic3,OPC,0.0011419532614665472,0.6122885491887828,0.735,0.745,1
Rptor,OPC,0.001168066242537294,-0.3657746183273989,0.063,0.196,1
Klhl9,OPC,0.001172009913894682,-0.2883813675904672,0.177,0.412,1
Cep290,OPC,0.001183926868982074,-0.26033416293196404,0.06,0.196,1
Rprd2,OPC,0.0012010368851307531,-0.37845195645295143,0.105,0.275,1
Glyr1,OPC,0.001201957052917619,-0.29459455021071623,0.225,0.49,1
Igsf8,OPC,0.0012031603676113394,-0.3586942672509814,0.274,0.549,1
Bclaf1,OPC,0.0012186633848317759,-0.4007109300954659,0.319,0.627,1
Tubg2,OPC,0.0012201934028580883,-0.28675152354240524,0.094,0.255,1
Oxct1,OPC,0.0012309403216686572,-0.49867037826588834,0.385,0.647,1
Ndufa4,OPC,0.00123723978633311,-0.400634198587289,0.977,0.98,1
Trmt2a,OPC,0.0012406443150565145,-0.4436366987791348,0.211,0.431,1
Derl1,OPC,0.0012463764527931515,-0.28340515827305013,0.125,0.314,1
Mkrn1,OPC,0.0012505119482243826,-0.31355595712345685,0.171,0.392,1
Usmg5,OPC,0.0012536807622299153,-0.4973559367271698,0.675,0.824,1
Mt2,OPC,0.001255016901976248,0.8817551528972806,0.464,0.235,1
Naa50,OPC,0.0012738501581052084,-0.40177036300354896,0.125,0.314,1
Mrpl41,OPC,0.0012924497329632667,-0.47745272420897167,0.49,0.745,1
Tmem107,OPC,0.0012983727606226331,-0.3336360030976112,0.063,0.196,1
Camsap1,OPC,0.0012998823045422207,-0.26438562274979943,0.103,0.275,1
Matr3,OPC,0.0013051120396615668,-0.44212165916518664,0.473,0.745,1
Dlg2,OPC,0.001313464123584354,-0.27325059415618247,0.034,0.137,1
Rabl5,OPC,0.0013176108560564296,-0.41263824303472885,0.208,0.451,1
Hsd17b4,OPC,0.0013184349915944316,0.7643465913453117,0.49,0.294,1
Ppp1r9b,OPC,0.0013206887581018903,-0.2526778021501782,0.091,0.255,1
Slc20a1,OPC,0.0013289806198926225,-0.2849639438754156,0.083,0.235,1
Puf60,OPC,0.0013391193088215104,0.598572892692202,0.655,0.588,1
Ccnl2,OPC,0.001363664681027842,-0.3986837968954131,0.12,0.294,1
Cldn25,OPC,0.0013694833883733314,0.6026153774519998,0.769,0.745,1
Tlcd1,OPC,0.0013737797417956489,0.8265017286166697,0.276,0.078,1
Myef2,OPC,0.0014014837975005108,-0.36443069965351294,0.162,0.373,1
Psmc4,OPC,0.001441618898756716,0.6632933178980096,0.641,0.569,1
Tk2,OPC,0.0014477388103315552,-0.2520794807224903,0.034,0.137,1
Itm2b,OPC,0.0014618487819368327,-0.4101486787366553,0.937,0.941,1
Prkcb,OPC,0.0014626611559727678,-0.541992832817213,0.348,0.569,1
Secisbp2l,OPC,0.0014644165677430406,-0.30343155631368296,0.108,0.275,1
Rabgap1l,OPC,0.0014699223567151126,-0.26551049521118253,0.228,0.49,1
Cbx6,OPC,0.0014904018408180369,-0.36839055262279063,0.259,0.51,1
Pde4a,OPC,0.0014937311873552878,-0.25872590180304605,0.114,0.294,1
Hnrnpab,OPC,0.0015032141898235936,-0.31853888758332816,0.225,0.471,1
Midn,OPC,0.0015167684633968534,0.8002047706401143,0.504,0.294,1
Epas1,OPC,0.001530990565455542,0.6802934405262633,0.422,0.176,1
Arf1,OPC,0.0015322953280764275,-0.3886957095226973,0.704,0.843,1
Dnajc30,OPC,0.001539736566539977,-0.3083636018395812,0.239,0.51,1
Scd2,OPC,0.0015480778168560814,0.6778282109940488,0.721,0.667,1
Ddx17,OPC,0.001556334194938818,-0.4906314746744309,0.234,0.471,1
Slc25a23,OPC,0.001571539710019209,-0.36433577574015685,0.211,0.451,1
Dnajc15,OPC,0.0015790007661059511,-0.35146148349897577,0.299,0.588,1
Hpcal1,OPC,0.0015812132502323023,-0.36552308953179363,0.054,0.176,1
Gstt1,OPC,0.0015853300992503816,0.930439071091896,0.342,0.157,1
Stk19,OPC,0.0015936868931370946,-0.3003870433199539,0.14,0.333,1
Nr2c2ap,OPC,0.0015952160503401498,-0.27412576638925745,0.145,0.353,1
Cdc40,OPC,0.0016037333724735897,-0.4179445425489785,0.174,0.392,1
Cyb5,OPC,0.0016130719698388132,0.5437915417367001,0.818,0.745,1
Bok,OPC,0.0016278644908583999,-0.5542473440257416,0.077,0.216,1
B230219D22Rik,OPC,0.0016412902570901477,-0.3997962627988725,0.108,0.275,1
Sumo2,OPC,0.0016534740828590203,0.32020208453464427,0.989,0.98,1
Dgcr6,OPC,0.001657756235252434,-0.3597479340436761,0.282,0.549,1
Hsp90b1,OPC,0.001664842682944382,0.5013610073488417,0.889,0.843,1
Rilpl2,OPC,0.0016737192263347992,-0.27199935035564365,0.125,0.314,1
Ptprn,OPC,0.0016754597462300398,-0.5332909586924877,0.442,0.667,1
Mapk10,OPC,0.0017217686273381628,-0.33627352947064626,0.299,0.588,1
1300018I17Rik,OPC,0.0017257000881656403,-0.25625976679293205,0.094,0.255,1
Brd9,OPC,0.0017348813993878873,-0.3451932879845253,0.199,0.431,1
Usp4,OPC,0.001745044831910445,-0.4152640372539458,0.131,0.314,1
D730040F13Rik,OPC,0.0017589153620243922,-0.33104467143668803,0.128,0.314,1
Cntn1,OPC,0.0017978699666701303,0.35997347859391793,0.934,0.882,1
Plekhb2,OPC,0.0017983554782141848,-0.2523438980452879,0.171,0.392,1
Fastkd3,OPC,0.0018362650060941878,-0.2909565208523778,0.054,0.176,1
Tagln2,OPC,0.001842915361960321,0.809967514468893,0.373,0.157,1
Cfl1,OPC,0.0018491060364536685,-0.34822500974444326,0.966,1,1
Ints1,OPC,0.0018517783563834474,-0.3336384825980003,0.066,0.196,1
Zcchc7,OPC,0.0018535053856447408,-0.3278625934249687,0.185,0.392,1
Tmem41a,OPC,0.001872991563188337,-0.29305616408763013,0.054,0.176,1
Cacng4,OPC,0.0018769184724432627,0.422772036832225,0.786,0.725,1
Zfp292,OPC,0.001889664616336038,-0.43980501731577293,0.151,0.333,1
Celf1,OPC,0.001905600547839447,-0.38423514861237407,0.274,0.529,1
Nlk,OPC,0.001905813189587247,-0.356373425411134,0.134,0.314,1
Cp,OPC,0.001921857042249734,0.6849153124188732,0.256,0.059,1
Fam103a1,OPC,0.0019804459734375332,-0.33075602925998204,0.279,0.569,1
Rab34,OPC,0.0019852569980340073,-0.40248159092054914,0.188,0.392,1
Magi3,OPC,0.0020101714240251373,-0.2934784243547965,0.02,0.098,1
Larp4b,OPC,0.0020107158822587623,-0.2758429944226436,0.066,0.196,1
Rsbn1l,OPC,0.0020449482129950222,-0.2556916641916273,0.074,0.216,1
Pi4ka,OPC,0.0020471231882197003,-0.28432023416044694,0.131,0.314,1
Spred1,OPC,0.002048839917476056,-0.3936013791323494,0.322,0.588,1
Rbm39,OPC,0.0020570976517275564,-0.4750261108890985,0.815,0.961,1
Ier5,OPC,0.002073203229449177,-0.2662224717310592,0.046,0.157,1
Mpv17,OPC,0.0020757050248889565,0.778053889526517,0.259,0.078,1
Rit1,OPC,0.002082586942314467,-0.3324741684110738,0.219,0.471,1
Zcchc11,OPC,0.0020861146957725117,-0.32646865624330995,0.108,0.275,1
Tmcc3,OPC,0.0021223200140515664,0.7682205517546683,0.214,0.039,1
Tcp11l2,OPC,0.0021334590259701296,-0.2862563186346351,0.131,0.314,1
Smg6,OPC,0.0021400954471077,-0.3502775242094099,0.088,0.235,1
Urgcp,OPC,0.0021433999158910703,-0.25652731850546584,0.085,0.235,1
Hnrnpf,OPC,0.0021594363910406116,0.49835791433153975,0.709,0.588,1
Hspa1a,OPC,0.002162736613933149,1.402275307802954,0.214,0.039,1
Slc7a14,OPC,0.002163269672249576,-0.3325277842547739,0.02,0.098,1
Ube2h,OPC,0.0021748052665743803,-0.29028439248703497,0.088,0.235,1
Reep5,OPC,0.002180856178124476,0.6243097663828865,0.687,0.608,1
Mycbp2,OPC,0.0022193072871510796,-0.35825828841152885,0.274,0.549,1
Prpf39,OPC,0.002227838425147432,-0.3214671886683055,0.088,0.235,1
Decr1,OPC,0.002252867980307338,0.7536306896916312,0.245,0.059,1
Entpd1,OPC,0.002260186493560742,-0.28832860418068396,0.02,0.098,1
Bcan,OPC,0.0022649724433015826,0.37036053457813733,0.712,0.51,1
Gpld1,OPC,0.002293902439149063,0.8904129995518864,0.302,0.118,1
4921524J17Rik,OPC,0.0023183601216223543,-0.30259116463118163,0.14,0.333,1
Hmgb2,OPC,0.0023281282321722697,1.2447117314356375,0.379,0.157,1
Sulf2,OPC,0.002334914611582047,0.7056550598414897,0.593,0.451,1
Grm5,OPC,0.0023931259820571243,-0.3514488167393448,0.228,0.471,1
Casp8ap2,OPC,0.002393247829536565,-0.35584686614975736,0.077,0.216,1
Efr3a,OPC,0.002404387039364652,-0.28828299425834125,0.123,0.294,1
Grina,OPC,0.0024309801259709625,-0.4267518109229045,0.402,0.647,1
Mapre2,OPC,0.0024505630875578032,-0.2967939358991818,0.299,0.588,1
2510006D16Rik,OPC,0.002457606552351458,-0.44731711630627125,0.564,0.843,1
Guk1,OPC,0.0024703218048120553,-0.41967784747299364,0.319,0.51,1
Mrpl54,OPC,0.0024909230753169124,-0.4059103074346333,0.37,0.686,1
Grcc10,OPC,0.002495040202556045,-0.4645024999362607,0.256,0.49,1
Rab11a,OPC,0.0024953183531421907,-0.4399244094753345,0.387,0.647,1
Txnl4a,OPC,0.002520392168208997,-0.33278935393321674,0.291,0.588,1
Pank3,OPC,0.002538331863045561,-0.2783615159186185,0.077,0.216,1
Wtap,OPC,0.0025597202521349806,-0.34411429944076843,0.1,0.255,1
Tmem30a,OPC,0.0025724908866269543,-0.444646031393116,0.33,0.569,1
Ngrn,OPC,0.0025988707432771786,-0.34436097401692733,0.185,0.392,1
Nucb2,OPC,0.0026074019648190533,-0.2908291825224342,0.057,0.176,1
Omg,OPC,0.0026103051365420045,0.5290355873127184,0.655,0.588,1
Rala,OPC,0.0026183288955774395,-0.2790855994878786,0.1,0.255,1
Usp32,OPC,0.0026221901010736706,-0.2571603344323073,0.085,0.235,1
Atp6v0e2,OPC,0.0026492698925266547,-0.3788785201418132,0.493,0.745,1
Atp5j,OPC,0.0026547616536407993,-0.35431753209944716,0.923,0.922,1
Ndufc2,OPC,0.002659786539110884,0.44297704650797654,0.926,0.882,1
Nrxn2,OPC,0.0026804094836109372,0.5279804266579777,0.798,0.765,1
Mapk8ip1,OPC,0.0026805472997982497,-0.3273643407516784,0.211,0.451,1
5730403B10Rik,OPC,0.0026881002726596424,-0.27443197593667656,0.256,0.529,1
B3gat3,OPC,0.0026983822741121076,-0.3305100179565974,0.1,0.255,1
Pfn2,OPC,0.0027171756824115887,-0.5331909424229924,0.621,0.784,1
Hadh,OPC,0.0027411324016304705,0.6094098916344094,0.154,0,1
Cyp20a1,OPC,0.002755101541250219,0.7612462476568556,0.254,0.078,1
Ctsz,OPC,0.0027572508040732877,0.686837359228226,0.296,0.098,1
Akirin2,OPC,0.0028254256403063187,-0.30721946361466795,0.08,0.216,1
Hist1h2bc,OPC,0.002858191968692957,0.6279105791632666,0.601,0.431,1
Tspan6,OPC,0.0028738170165614973,0.6225850586451196,0.53,0.294,1
Aktip,OPC,0.002900709053304025,-0.3364283272333435,0.305,0.588,1
C80913,OPC,0.002924763022618321,-0.3187429792578944,0.077,0.216,1
Snrnp25,OPC,0.0029398473858275906,-0.2545334823643546,0.188,0.412,1
Pbx1,OPC,0.0029458670880419487,-0.39507993506359096,0.379,0.647,1
Epb4.1l2,OPC,0.002972115302784389,-0.35346655059482274,0.068,0.196,1
Fip1l1,OPC,0.0030031947647502708,0.67872005811127,0.635,0.549,1
Lmf1,OPC,0.0030086572166698558,0.6223167646504634,0.211,0.039,1
Aldoa,OPC,0.003024894298982115,-0.6255246474257063,0.923,0.902,1
Cox6a1,OPC,0.0030369235897728664,-0.315958338156376,0.892,0.961,1
Pcdh1,OPC,0.0031167561862103666,-0.2979069831081097,0.08,0.216,1
Sqstm1,OPC,0.00314281791407566,-0.3284423818230613,0.291,0.549,1
2500003M10Rik,OPC,0.003144428998223277,-0.29963189384942357,0.33,0.647,1
Cav2,OPC,0.0031475000186692733,0.6914973328248537,0.205,0.039,1
Bet1,OPC,0.003262441284501579,0.7773087671024925,0.387,0.196,1
Acly,OPC,0.0033318131649137826,-0.29618353636784545,0.134,0.314,1
Ppa1,OPC,0.003341848191820386,-0.40546919079881194,0.333,0.588,1
